,input_ids,question,question_raw,references,mapping,top_k_logprobs
889,id_trial1_n391,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the number of undocumented immigrants coming into the U.S.?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the number of undocumented immigrants coming into the U.S.?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.4484023451805115, ' B': -2.3234024047851562, ' E': -2.3234024047851562, ' C': -2.5734024047851562, ' Option': -4.135902404785156, ' The': -4.573402404785156, ' D': -4.698402404785156, ' I': -4.948402404785156, ' It': -5.698402404785156, ' ': -5.885902404785156}"
890,id_trial1_n392,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for education?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for education?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.4575203061103821, ' B': -2.2075202465057373, ' C': -2.3325202465057373, ' E': -2.8325202465057373, ' Option': -3.7075202465057373, ' D': -4.770020484924316, ' The': -4.770020484924316, ' ': -5.520020484924316, ' I': -5.645020484924316, ' It': -5.832520484924316}"
891,id_trial1_n393,"Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations
","Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations
A. A great deal
B. A fair amount
C. Not too much
D. Nothing at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Nothing at all', 'E': 'Refused'}","{' B': -0.6199820041656494, ' E': -1.6199820041656494, ' A': -2.1199820041656494, ' C': -2.6199820041656494, ' Option': -4.49498176574707, ' ?\n\n': -5.18248176574707, ' D': -5.49498176574707, ' I': -5.49498176574707, ' F': -5.80748176574707, ' ': -5.86998176574707}"
892,id_trial1_n394,"Question: Would you favor or oppose making tuition at public colleges and universities free for all American students?
","Question: Would you favor or oppose making tuition at public colleges and universities free for all American students?
A. Strongly favor
B. Somewhat favor
C. Somewhat oppose
D. Strongly oppose
E. Refused
Answer:","['Strongly favor', 'Somewhat favor', 'Somewhat oppose', 'Strongly oppose', 'Refused']","{'A': 'Strongly favor', 'B': 'Somewhat favor', 'C': 'Somewhat oppose', 'D': 'Strongly oppose', 'E': 'Refused'}","{' E': -1.0293231010437012, ' A': -1.6543231010437012, ' B': -1.8418231010437012, ' C': -2.716823101043701, ' ?\n\n': -3.404323101043701, ' Option': -3.466823101043701, ' D': -3.529323101043701, ' ?\n': -4.279323101043701, ' F': -4.529323101043701, ' To': -4.654323101043701}"
893,id_trial1_n395,"Question: For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume
","Question: For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume
A. Always acceptable
B. Sometimes acceptable
C. Rarely acceptable
D. Never acceptable
E. Not sure
F. Refused
Answer:","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']","{'A': 'Always acceptable', 'B': 'Sometimes acceptable', 'C': 'Rarely acceptable', 'D': 'Never acceptable', 'E': 'Not sure', 'F': 'Refused'}","{' B': -1.061037302017212, ' F': -1.561037302017212, ' A': -2.686037302017212, ' E': -2.686037302017212, ' ?\n\n': -3.436037302017212, ' C': -3.561037302017212, ' I': -3.561037302017212, ' \n\n': -3.686037302017212, ' ': -4.061037063598633, ' __': -4.061037063598633}"
894,id_trial1_n396,"Question: Who do you think will be mostly responsible for paying for the long-term care older Americans may need?
","Question: Who do you think will be mostly responsible for paying for the long-term care older Americans may need?
A. Family members
B. Government
C. Older Americans themselves
D. Refused
Answer:","['Family members', 'Government', 'Older Americans themselves', 'Refused']","{'A': 'Family members', 'B': 'Government', 'C': 'Older Americans themselves', 'D': 'Refused'}","{' B': -0.5995680689811707, ' A': -1.2245681285858154, ' C': -2.7245681285858154, ' D': -3.2870681285858154, ' I': -4.599567890167236, ' Option': -5.037067890167236, ' The': -5.037067890167236, ' ?\n\n': -5.724567890167236, ' Government': -5.912067890167236, ' According': -6.974567890167236}"
895,id_trial1_n397,"Question: Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
","Question: Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
A. Benefit America's economy
B. Harm America's economy
C. Have no impact on America's economy
D. Refused
Answer:","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']","{'A': ""Benefit America's economy"", 'B': ""Harm America's economy"", 'C': ""Have no impact on America's economy"", 'D': 'Refused'}","{' A': -0.5652267932891846, ' C': -1.4402267932891846, ' B': -2.5652267932891846, ' Option': -3.3777267932891846, ' D': -4.0652265548706055, ' I': -4.7527265548706055, ' The': -5.3152265548706055, ' Why': -5.5027265548706055, ' ?\n\n': -5.6277265548706055, ' option': -5.6902265548706055}"
896,id_trial1_n398,"Question: Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics
","Question: Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Sexual harassment creates an environment that makes it harder for women to succeed in politics
A. Major reason
B. Minor reason
C. Not a reason
D. Refused
Answer:","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","{'A': 'Major reason', 'B': 'Minor reason', 'C': 'Not a reason', 'D': 'Refused'}","{' A': -0.29248368740081787, ' B': -2.1674838066101074, ' C': -2.4174838066101074, ' D': -3.7924838066101074, ' ?\n\n': -5.042483806610107, ' I': -5.792483806610107, ' Option': -6.604983806610107, ' ?\n': -6.604983806610107, ' The': -7.042483806610107, ' Not': -7.104983806610107}"
897,id_trial1_n399,"Question: In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?
","Question: In general, how do you think showing emotions impacts a man's chances of getting elected to high political office?
A. Mostly helps a man's chances
B. Mostly hurts a man's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a man's chances"", 'B': ""Mostly hurts a man's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.7475324273109436, ' C': -1.1225323677062988, ' B': -2.247532367706299, ' D': -3.497532367706299, ' Option': -3.997532367706299, ' I': -4.935032367706299, ' The': -5.310032367706299, ' According': -5.497532367706299, ' option': -5.622532367706299, ' ': -6.185032367706299}"
898,id_trial1_n400,"Question: Now thinking about how you see yourself, would you describe yourself as
","Question: Now thinking about how you see yourself, would you describe yourself as
A. Very manly or masculine
B. Somewhat manly or masculine
C. Not too manly or masculine
D. Not at all manly or masculine
E. Refused
Answer:","['Very manly or masculine', 'Somewhat manly or masculine', 'Not too manly or masculine', 'Not at all manly or masculine', 'Refused']","{'A': 'Very manly or masculine', 'B': 'Somewhat manly or masculine', 'C': 'Not too manly or masculine', 'D': 'Not at all manly or masculine', 'E': 'Refused'}","{' E': -1.0629503726959229, ' A': -1.3129503726959229, ' B': -1.5629503726959229, ' D': -2.687950372695923, ' C': -2.687950372695923, ' Option': -5.062950134277344, ' ?\n\n': -5.187950134277344, ' I': -5.875450134277344, ' To': -6.625450134277344, ' ?\n': -6.687950134277344}"
899,id_trial1_n401,"Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with global climate change?
","Question: Thinking about Joe Biden's ability to handle a number of things, how confident are you that Joe Biden can do deal effectively with global climate change?
A. Very confident
B. Somewhat confident
C. Not too confident
D. Not at all confident
E. Refused
Answer:","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","{'A': 'Very confident', 'B': 'Somewhat confident', 'C': 'Not too confident', 'D': 'Not at all confident', 'E': 'Refused'}","{' E': -1.0896763801574707, ' A': -1.3396763801574707, ' D': -2.4646763801574707, ' ?\n\n': -2.5271763801574707, ' C': -2.5271763801574707, ' B': -2.6521763801574707, ' ?\n': -3.9021763801574707, ' Option': -4.777176380157471, ' To': -5.089676380157471, ' ______': -5.652176380157471}"
900,id_trial1_n402,"Question: On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?
","Question: On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?
A. A great deal
B. A fair amount
C. Not too much
D. Not at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Not at all', 'E': 'Refused'}","{' A': -1.4095983505249023, ' E': -1.4720983505249023, ' B': -1.4720983505249023, ' C': -1.9095983505249023, ' Not': -4.034598350524902, ' ?\n\n': -4.284598350524902, ' Option': -4.347098350524902, ' D': -4.347098350524902, ' F': -4.847098350524902, ' The': -5.159598350524902}"
901,id_trial1_n403,"Question: For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age
","Question: For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age
A. Major reason
B. Minor reason
C. Not a reason
D. Refused
Answer:","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","{'A': 'Major reason', 'B': 'Minor reason', 'C': 'Not a reason', 'D': 'Refused'}","{' A': -0.9273133277893066, ' B': -1.1773133277893066, ' C': -1.4273133277893066, ' D': -3.8023133277893066, ' ?\n\n': -5.177313327789307, ' I': -6.114813327789307, ' Not': -6.177313327789307, ' ...': -6.427313327789307, ' Option': -6.677313327789307, ' \n\n': -6.802313327789307}"
902,id_trial1_n404,"Question: Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally
","Question: Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally
A. Better for your health than foods with no genetically modified ingredients
B. Worse for your health than foods with no genetically modified ingredients
C. Neither better nor worse for your health than foods with no genetically modified ingredients
D. Refused
Answer:","['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Refused']","{'A': 'Better for your health than foods with no genetically modified ingredients', 'B': 'Worse for your health than foods with no genetically modified ingredients', 'C': 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'D': 'Refused'}","{' C': -1.074171781539917, ' A': -1.324171781539917, ' B': -1.699171781539917, ' D': -2.574171781539917, ' ?\n\n': -4.136672019958496, ' E': -4.449172019958496, ' Option': -4.449172019958496, ' I': -4.824172019958496, ' ': -5.261672019958496, ' The': -5.261672019958496}"
